order_id,date,time
349,6/1/2023,5:25:58 PM
350,6/1/2023,5:37:05 PM
351,6/1/2023,5:37:29 PM
352,6/1/2023,5:45:48 PM
353,6/1/2023,5:59:48 PM
354,6/1/2023,6:01:44 PM
355,6/1/2023,6:14:45 PM
356,6/1/2023,6:16:05 PM
357,6/1/2023,6:27:58 PM
358,6/1/2023,6:30:12 PM
359,6/1/2023,6:33:08 PM
360,6/1/2023,6:50:38 PM
361,6/1/2023,7:12:38 PM
362,6/1/2023,7:13:36 PM
363,6/1/2023,7:20:31 PM
364,6/1/2023,7:27:24 PM
365,6/1/2023,7:37:26 PM
366,6/1/2023,8:04:20 PM
367,6/1/2023,8:05:12 PM
368,6/1/2023,8:28:16 PM
369,6/1/2023,8:30:06 PM
370,6/1/2023,9:02:30 PM
371,6/1/2023,9:15:20 PM
372,6/1/2023,10:26:59 PM
373,7/1/2023,11:45:18 AM
374,7/1/2023,11:55:59 AM
375,7/1/2023,11:58:36 AM
376,7/1/2023,12:01:17 PM
377,7/1/2023,12:03:18 PM
378,7/1/2023,12:19:37 PM
379,7/1/2023,12:25:37 PM
380,7/1/2023,12:32:10 PM
381,7/1/2023,12:33:06 PM
382,7/1/2023,12:33:07 PM
383,7/1/2023,12:43:59 PM
384,7/1/2023,12:51:46 PM
385,7/1/2023,12:54:19 PM
386,7/1/2023,12:58:16 PM
387,7/1/2023,1:03:14 PM
388,7/1/2023,1:04:56 PM
389,7/1/2023,1:10:17 PM
390,7/1/2023,1:15:32 PM
391,7/1/2023,1:25:31 PM
392,7/1/2023,1:36:47 PM
393,7/1/2023,1:48:31 PM
394,7/1/2023,2:02:18 PM
395,7/1/2023,2:11:08 PM
396,7/1/2023,2:12:21 PM
397,7/1/2023,2:31:10 PM
398,7/1/2023,2:56:26 PM
399,7/1/2023,3:47:49 PM
400,7/1/2023,4:03:07 PM
401,7/1/2023,4:08:35 PM
402,7/1/2023,4:24:46 PM
403,7/1/2023,4:26:10 PM
404,7/1/2023,4:39:27 PM
405,7/1/2023,4:44:16 PM
406,7/1/2023,4:50:49 PM
407,7/1/2023,4:56:42 PM
408,7/1/2023,5:09:09 PM
409,7/1/2023,5:15:04 PM
410,7/1/2023,5:33:49 PM
411,7/1/2023,5:58:09 PM
412,7/1/2023,6:07:46 PM
413,7/1/2023,6:11:32 PM
414,7/1/2023,6:13:22 PM
415,7/1/2023,6:16:23 PM
416,7/1/2023,6:17:42 PM
417,7/1/2023,6:24:40 PM
418,7/1/2023,6:40:11 PM
419,7/1/2023,7:02:31 PM
420,7/1/2023,7:04:40 PM
421,7/1/2023,7:21:58 PM
422,7/1/2023,7:30:25 PM
423,7/1/2023,7:45:07 PM
424,7/1/2023,8:01:28 PM
425,7/1/2023,8:21:19 PM
426,7/1/2023,8:25:45 PM
427,7/1/2023,9:49:00 PM
428,7/1/2023,10:05:00 PM
429,7/1/2023,10:16:53 PM
430,7/1/2023,10:46:13 PM
431,8/1/2023,11:17:13 AM
432,8/1/2023,11:39:07 AM
433,8/1/2023,11:49:50 AM
434,8/1/2023,11:54:14 AM
435,8/1/2023,12:06:09 PM
436,8/1/2023,12:07:21 PM
437,8/1/2023,12:07:54 PM
438,8/1/2023,12:08:38 PM
439,8/1/2023,12:13:08 PM
440,8/1/2023,12:16:34 PM
441,8/1/2023,12:16:58 PM
442,8/1/2023,12:28:49 PM
443,8/1/2023,12:34:20 PM
444,8/1/2023,12:40:05 PM
445,8/1/2023,12:57:39 PM
446,8/1/2023,12:58:01 PM
447,8/1/2023,1:02:00 PM
448,8/1/2023,1:03:34 PM
449,8/1/2023,1:04:15 PM
450,8/1/2023,1:07:53 PM
451,8/1/2023,1:19:06 PM
452,8/1/2023,1:24:11 PM
453,8/1/2023,1:27:14 PM
454,8/1/2023,1:31:40 PM
455,8/1/2023,1:39:14 PM
456,8/1/2023,1:47:53 PM
457,8/1/2023,1:59:04 PM
458,8/1/2023,2:00:05 PM
459,8/1/2023,2:14:02 PM
460,8/1/2023,2:19:58 PM
461,8/1/2023,2:21:19 PM
462,8/1/2023,2:38:41 PM
463,8/1/2023,2:40:28 PM
464,8/1/2023,2:49:01 PM
465,8/1/2023,2:55:23 PM
466,8/1/2023,3:30:10 PM
467,8/1/2023,3:33:13 PM
468,8/1/2023,3:36:12 PM
469,8/1/2023,3:37:18 PM
470,8/1/2023,3:49:13 PM
471,8/1/2023,4:20:26 PM
472,8/1/2023,4:29:50 PM
473,8/1/2023,4:41:27 PM
474,8/1/2023,4:47:48 PM
475,8/1/2023,5:15:17 PM
476,8/1/2023,5:27:56 PM
477,8/1/2023,5:30:04 PM
478,8/1/2023,5:35:56 PM
479,8/1/2023,5:37:03 PM
480,8/1/2023,5:41:31 PM
481,8/1/2023,5:41:37 PM
482,8/1/2023,5:52:42 PM
483,8/1/2023,5:54:05 PM
484,8/1/2023,6:02:54 PM
485,8/1/2023,6:07:31 PM
486,8/1/2023,6:15:08 PM
487,8/1/2023,6:30:16 PM
488,8/1/2023,6:46:02 PM
489,8/1/2023,6:48:43 PM
490,8/1/2023,6:49:24 PM
491,8/1/2023,7:01:12 PM
492,8/1/2023,7:06:21 PM
493,8/1/2023,7:31:47 PM
494,8/1/2023,7:38:40 PM
495,8/1/2023,7:42:52 PM
496,8/1/2023,7:46:18 PM
497,8/1/2023,7:49:26 PM
498,8/1/2023,8:02:25 PM
499,8/1/2023,9:10:46 PM
500,8/1/2023,9:46:49 PM
501,8/1/2023,9:51:31 PM
502,8/1/2023,10:26:08 PM
503,9/1/2023,11:16:21 AM
504,9/1/2023,11:48:18 AM
505,9/1/2023,11:55:10 AM
506,9/1/2023,12:02:09 PM
507,9/1/2023,12:06:03 PM
508,9/1/2023,12:13:32 PM
509,9/1/2023,12:13:58 PM
510,9/1/2023,12:15:03 PM
511,9/1/2023,12:18:21 PM
512,9/1/2023,12:19:24 PM
513,9/1/2023,12:22:48 PM
514,9/1/2023,12:26:47 PM
515,9/1/2023,1:07:37 PM
516,9/1/2023,1:09:09 PM
517,9/1/2023,1:09:11 PM
518,9/1/2023,1:11:25 PM
519,9/1/2023,1:15:20 PM
520,9/1/2023,1:22:33 PM
521,9/1/2023,1:43:07 PM
522,9/1/2023,2:09:33 PM
523,9/1/2023,2:42:14 PM
524,9/1/2023,2:51:35 PM
525,9/1/2023,3:08:46 PM
526,9/1/2023,3:10:13 PM
527,9/1/2023,3:23:37 PM
528,9/1/2023,3:27:21 PM
529,9/1/2023,3:31:01 PM
530,9/1/2023,3:43:01 PM
531,9/1/2023,3:58:10 PM
532,9/1/2023,4:14:28 PM
533,9/1/2023,4:28:43 PM
534,9/1/2023,4:43:32 PM
535,9/1/2023,5:08:47 PM
536,9/1/2023,5:18:50 PM
537,9/1/2023,5:23:52 PM
538,9/1/2023,5:44:04 PM
539,9/1/2023,5:51:34 PM
540,9/1/2023,5:52:41 PM
541,9/1/2023,6:07:47 PM
542,9/1/2023,6:08:06 PM
543,9/1/2023,6:23:59 PM
544,9/1/2023,6:31:04 PM
545,9/1/2023,6:46:28 PM
546,9/1/2023,6:47:27 PM
547,9/1/2023,6:49:23 PM
548,9/1/2023,7:06:09 PM
549,9/1/2023,7:06:34 PM
550,9/1/2023,7:12:59 PM
551,9/1/2023,7:26:24 PM
552,9/1/2023,7:31:25 PM
553,9/1/2023,8:14:47 PM
554,9/1/2023,8:15:51 PM
555,9/1/2023,8:18:25 PM
556,9/1/2023,8:23:12 PM
557,9/1/2023,8:30:06 PM
558,9/1/2023,8:51:10 PM
559,9/1/2023,9:10:16 PM
560,9/1/2023,9:13:48 PM
561,9/1/2023,9:47:56 PM
562,9/1/2023,10:04:05 PM
563,9/1/2023,10:19:03 PM
564,9/1/2023,10:32:32 PM
565,10/1/2023,12:11:19 PM
566,10/1/2023,12:21:19 PM
567,10/1/2023,12:27:47 PM
568,10/1/2023,12:28:53 PM
569,10/1/2023,12:37:10 PM
570,10/1/2023,1:13:59 PM
571,10/1/2023,1:14:47 PM
572,10/1/2023,1:15:32 PM
573,10/1/2023,1:39:33 PM
574,10/1/2023,1:40:54 PM
575,10/1/2023,1:41:04 PM
576,10/1/2023,1:44:22 PM
577,10/1/2023,1:45:00 PM
578,10/1/2023,1:48:49 PM
579,10/1/2023,1:51:19 PM
580,10/1/2023,1:56:01 PM
581,10/1/2023,2:13:01 PM
582,10/1/2023,2:24:14 PM
583,10/1/2023,2:33:19 PM
584,10/1/2023,3:05:29 PM
585,10/1/2023,3:58:42 PM
586,10/1/2023,4:09:57 PM
587,10/1/2023,4:32:36 PM
588,10/1/2023,4:33:36 PM
589,10/1/2023,5:12:39 PM
590,10/1/2023,5:23:39 PM
591,10/1/2023,5:32:54 PM
592,10/1/2023,5:41:55 PM
593,10/1/2023,5:48:57 PM
594,10/1/2023,5:50:19 PM
595,10/1/2023,6:12:28 PM
596,10/1/2023,6:24:07 PM
597,10/1/2023,6:32:36 PM
598,10/1/2023,6:34:14 PM
599,10/1/2023,6:34:27 PM
600,10/1/2023,6:53:52 PM
601,10/1/2023,6:58:19 PM
602,10/1/2023,7:02:27 PM
603,10/1/2023,7:03:11 PM
604,10/1/2023,7:13:29 PM
605,10/1/2023,7:23:51 PM
606,10/1/2023,7:27:18 PM
607,10/1/2023,7:36:16 PM
608,10/1/2023,7:36:33 PM
609,10/1/2023,7:39:32 PM
610,10/1/2023,7:51:02 PM
611,10/1/2023,7:58:10 PM
612,10/1/2023,7:58:15 PM
613,10/1/2023,8:10:44 PM
614,10/1/2023,8:12:33 PM
615,10/1/2023,8:14:03 PM
616,10/1/2023,8:20:10 PM
617,10/1/2023,8:27:26 PM
618,10/1/2023,8:31:14 PM
619,10/1/2023,8:41:58 PM
620,10/1/2023,8:45:45 PM
621,10/1/2023,8:49:29 PM
622,10/1/2023,8:57:41 PM
623,10/1/2023,9:21:21 PM
624,10/1/2023,9:22:44 PM
625,10/1/2023,9:50:23 PM
626,10/1/2023,9:55:12 PM
627,10/1/2023,10:18:35 PM
628,10/1/2023,10:47:17 PM
629,10/1/2023,10:48:39 PM
630,11/1/2023,11:42:08 AM
631,11/1/2023,11:44:36 AM
632,11/1/2023,11:44:52 AM
633,11/1/2023,11:51:45 AM
634,11/1/2023,12:14:15 PM
635,11/1/2023,12:18:31 PM
636,11/1/2023,12:34:44 PM
637,11/1/2023,12:44:10 PM
638,11/1/2023,12:49:26 PM
639,11/1/2023,1:23:21 PM
640,11/1/2023,1:28:08 PM
641,11/1/2023,1:37:46 PM
642,11/1/2023,1:40:00 PM
643,11/1/2023,1:43:19 PM
644,11/1/2023,1:52:52 PM
645,11/1/2023,2:03:45 PM
646,11/1/2023,2:07:26 PM
647,11/1/2023,2:07:35 PM
648,11/1/2023,2:17:17 PM
649,11/1/2023,2:29:23 PM
650,11/1/2023,2:34:05 PM
651,11/1/2023,2:49:35 PM
652,11/1/2023,4:03:38 PM
653,11/1/2023,4:18:23 PM
654,11/1/2023,4:34:07 PM
655,11/1/2023,4:43:33 PM
656,11/1/2023,4:44:49 PM
657,11/1/2023,4:45:47 PM
658,11/1/2023,4:55:24 PM
659,11/1/2023,4:56:39 PM
660,11/1/2023,5:09:36 PM
661,11/1/2023,5:18:14 PM
662,11/1/2023,5:21:49 PM
663,11/1/2023,5:29:14 PM
664,11/1/2023,5:35:14 PM
665,11/1/2023,5:42:23 PM
666,11/1/2023,5:42:25 PM
667,11/1/2023,6:13:08 PM
668,11/1/2023,6:13:12 PM
669,11/1/2023,6:40:44 PM
670,11/1/2023,6:46:25 PM
671,11/1/2023,7:18:42 PM
672,11/1/2023,7:18:46 PM
673,11/1/2023,7:28:13 PM
674,11/1/2023,7:33:05 PM
675,11/1/2023,7:33:19 PM
676,11/1/2023,7:44:57 PM
677,11/1/2023,7:51:09 PM
678,11/1/2023,7:52:49 PM
679,11/1/2023,8:31:02 PM
680,11/1/2023,9:07:30 PM
681,11/1/2023,9:29:50 PM
682,12/1/2023,11:38:15 AM
683,12/1/2023,11:39:08 AM
684,12/1/2023,12:01:23 PM
685,12/1/2023,12:11:46 PM
686,12/1/2023,12:13:07 PM
687,12/1/2023,12:21:09 PM
688,12/1/2023,12:26:41 PM
689,12/1/2023,12:33:22 PM
690,12/1/2023,12:42:10 PM
691,12/1/2023,12:45:53 PM
692,12/1/2023,12:53:37 PM
693,12/1/2023,1:04:24 PM
694,12/1/2023,1:30:47 PM
695,12/1/2023,1:33:06 PM
696,12/1/2023,1:49:40 PM
697,12/1/2023,1:58:56 PM
698,12/1/2023,2:08:16 PM
699,12/1/2023,2:27:03 PM
700,12/1/2023,2:31:13 PM
701,12/1/2023,2:33:39 PM
702,12/1/2023,2:38:35 PM
703,12/1/2023,3:08:01 PM
704,12/1/2023,3:28:25 PM
705,12/1/2023,3:31:00 PM
706,12/1/2023,3:39:04 PM
707,12/1/2023,3:41:32 PM
708,12/1/2023,3:52:44 PM
709,12/1/2023,3:53:56 PM
710,12/1/2023,3:59:52 PM
711,12/1/2023,4:21:10 PM
712,12/1/2023,4:22:18 PM
713,12/1/2023,4:31:56 PM
714,12/1/2023,4:55:08 PM
715,12/1/2023,5:05:33 PM
716,12/1/2023,5:06:05 PM
717,12/1/2023,5:24:44 PM
718,12/1/2023,5:46:30 PM
719,12/1/2023,5:52:27 PM
720,12/1/2023,5:53:59 PM
721,12/1/2023,6:17:15 PM
722,12/1/2023,6:20:58 PM
723,12/1/2023,6:21:04 PM
724,12/1/2023,6:24:47 PM
725,12/1/2023,6:33:14 PM
726,12/1/2023,6:34:25 PM
727,12/1/2023,6:44:57 PM
728,12/1/2023,6:53:17 PM
729,12/1/2023,7:20:41 PM
730,12/1/2023,7:22:00 PM
731,12/1/2023,7:27:47 PM
732,12/1/2023,7:30:17 PM
733,12/1/2023,7:57:36 PM
734,12/1/2023,8:00:30 PM
735,12/1/2023,8:35:34 PM
736,12/1/2023,9:35:14 PM
737,1/13/2023,11:31:34 AM
738,1/13/2023,12:16:47 PM
739,1/13/2023,12:19:38 PM
740,1/13/2023,12:29:51 PM
741,1/13/2023,12:49:09 PM
742,1/13/2023,12:53:01 PM
743,1/13/2023,1:08:32 PM
744,1/13/2023,1:34:48 PM
745,1/13/2023,1:36:53 PM
746,1/13/2023,1:41:13 PM
747,1/13/2023,2:15:02 PM
748,1/13/2023,2:27:31 PM
749,1/13/2023,2:29:23 PM
750,1/13/2023,2:48:09 PM
751,1/13/2023,3:07:35 PM
752,1/13/2023,3:19:25 PM
753,1/13/2023,3:22:11 PM
754,1/13/2023,3:47:56 PM
755,1/13/2023,3:50:49 PM
756,1/13/2023,3:55:11 PM
757,1/13/2023,4:10:34 PM
758,1/13/2023,4:14:43 PM
759,1/13/2023,4:14:56 PM
760,1/13/2023,4:27:40 PM
761,1/13/2023,4:30:20 PM
762,1/13/2023,4:36:36 PM
763,1/13/2023,4:38:57 PM
764,1/13/2023,4:39:39 PM
765,1/13/2023,5:11:41 PM
766,1/13/2023,5:21:45 PM
767,1/13/2023,5:21:48 PM
768,1/13/2023,5:23:34 PM
769,1/13/2023,5:43:17 PM
770,1/13/2023,5:44:13 PM
771,1/13/2023,5:59:32 PM
772,1/13/2023,6:07:59 PM
773,1/13/2023,6:18:15 PM
774,1/13/2023,6:31:07 PM
775,1/13/2023,6:42:12 PM
776,1/13/2023,6:50:43 PM
